user	date	time	text
rogue wigga	7/4/2013	4:09 PM	"


Re: The way forward: Positive White Nationalism




Quote:


Originally Posted by skinkid


Should we concentrate on ""world wide"" unity or rather encourage unity in each one's country? I think nationalism is better than internationalism, so it would be nice to improve each's respective country, but together.


White people do not constitute enough percentage of total people to lead a WW movement...and they are being consistently outbred.


"
MacWhiteMan	7/7/2013	8:39 PM	"


Re: The way forward: Positive White Nationalism


It's a good idea to be positive, but i wont help us survive, we have to go political! make a new political party and spread this messages, we dont need to kill or deport other races, we just have to control them, the new WN message should be PROTECT ALL RACES stop mixing, spread a massege of love, while white people controls the government and breeds faster than other races.
If we regain control of our countries we won't be erased, once we are many again, then we will have to think what to do with the other races living among us, but now, surviving is the most important thing to do.
We have to start all over again, we have to work to create the new roots for the future of our race, because at this point everything our ancestors did has been destroyed.
Sorry about my english, i'm working on it.


"
Nordicarminius	7/8/2013	11:43 AM	"


Re: The way forward: Positive White Nationalism




Quote:


Originally Posted by MacWhiteMan


 the new WN message should be PROTECT ALL RACES stop mixing, spread a massege of love, while white people controls the government and breeds faster than other races.


The reason why Whites are superior is because of Whites' empathy and compassion for others. It's this spiritual element of kindness and gentleness which underlies everything. Christianity is based on love, as opposed to Judaism which is based on oppression and fear.
The reason why negros, Mexicans, and other inferior races are inferior is because of their PRIMITIVE brutality, their savagry, their selfishness and callous indifference to others.
When the WN movement realizes this and puts aside it's ""bully-boy"" elements it will become the majority among all whites.


"
MacWhiteMan	7/8/2013	8:50 PM	"


Re: The way forward: Positive White Nationalism




Quote:


Originally Posted by Nordicarminius


The reason why Whites are superior is because of Whites' empathy and compassion for others. It's this spiritual element of kindness and gentleness which underlies everything. Christianity is based on love, as opposed to Judaism which is based on oppression and fear.
The reason why negros, Mexicans, and other inferior races are inferior is because of their PRIMITIVE brutality, their savagry, their selfishness and callous indifference to others.
When the WN movement realizes this and puts aside it's ""bully-boy"" elements it will become the majority among all whites.


Couldn't agree more, Africa is the living proof, they control almost half the resources of earth, they are even more in number than we have ever been, they receive billions of dolars from foreign countries, and they still Poor because the only thing they can think of, is stealing, raping and killing eachother.
They need our guidance.





Last edited by MacWhiteMan; 07-09-2013 at 03:19 AM.



"
NHGunowner	7/27/2013	10:31 PM	"


Re: The way forward: Positive White Nationalism


Excellent thread here. More ""do"" and less talk. Even the talks of negative propaganda have positive intent.
I'm new here and find myself reading a lot of unconstructive posts. This thread stands out. Thanks Unlearn for putting it together.


"
Phoenix	7/28/2013	2:20 AM	"


Re: The way forward: Positive White Nationalism




Quote:


Originally Posted by rogue wigga


White people do not constitute enough percentage of total people to lead a WW movement...and they are being consistently outbred.


From the mouths of ""rogue wiggers""... 
Absolutely correct. Unless eastern European nations quickly embrace nationalism and then embark on a reconquest of western Europe and abroad, our only way forward is ELITE SEPARATISM. The vast majority of ""whites"" in the West are beyond recovery. They are quite comfortable with the new order of things. Let them be. We racially conscious WHITES have our own destiny.
Quote:


Originally Posted by MacWhiteMan


...the new WN message should be PROTECT ALL RACES...




Quote:


Originally Posted by MacWhiteMan


 ...Africa is the living proof...
They need our guidance.


 Apparently paternal colonialism is still alive and well in South America!
NO, NO, NO! White Nationalism is NOT about taking up the ""White Man's Burden"" again! We are about total and complete SEPARATION! It was meddlesome misplaced Christian altruism which got us into this mess in the first place. The greatest heresy the Church ever committed was attempting to convert the savages in Africa and the New World. They should have been left to their own religions and ways.
But this discussion is irrelevant. We will never have the power to make such decisions about other races again, at least in any forseeable future. Right now we need to concern ourselves with our OWN survival. To do this we need to identify all those of our people who share our concerns and have the desire and ability to help us move forward.
Everyone else simply needs to stay out of our way.




__________________How to start your own nation from scratch.This is how we win
To all those members who have their visitor pages closed, I say, ""Thanks for the rep!"" I genuinely appreciate the support. The best way to predict the future is to create it.The rot is deep.Meine Ehre Heißt Treue  


"
Unlearn	7/28/2013	8:51 AM	"


Re: The way forward: Positive White Nationalism






Quote:


Originally Posted by MacWhiteMan


It's a good idea to be positive, but i wont help us survive, we have to go political! make a new political party and spread this messages, we dont need to kill or deport other races, we just have to control them, the new WN message should be PROTECT ALL RACES stop mixing, spread a massege of love, while white people controls the government and breeds faster than other races.


We need not control or manipulate anyone. That's how we got into this mess. Our message is a good one on its own and all we need to do is put it out there without any hidden agendas.
I do agree that we need to be political, and spreading a positive message is the way to grow your political base. It doesn't have to be based on fear or deception.






__________________
""I have pointed out before that multiculturalism cannot exist, except as several cultures living side by side in defined territories, where the laws of one culture do not apply in the territories of the others."" - Paul Belien of The Brussels Journal
""His true forefathers, the Gods, his true country, he never would have abandoned; nor would he have yielded to any man in obedience and submission"" - Epictetus
Never forget. http://en.wikipedia.org/wiki/1804_Haiti_Massacre


"
georgegibson	7/29/2013	6:22 AM	"


Re: The way forward: Positive White Nationalism


What is the problems in Europe, every country is well developed. Why need new Renaissance.


"
AltForNorge	7/30/2013	11:48 AM	"


Re: The way forward: Positive White Nationalism




Quote:


Originally Posted by georgegibson


What is the problems in Europe, every country is well developed. Why need new Renaissance.


You've right when it comes to western Europe. Sadly some of the eastern European countrys still are a bit behind. 
The problems are that the naive multiculti fans has (and still is) imported folks from underdeveloped parts of the world into our countrys. And thru that contributed to undevelopment. So yeah, a new renaissance sounds to me as pretty good idea.


"
BadOkie	8/14/2013	1:24 AM	"


Re: The way forward: Positive White Nationalism


Good post. I agree with most of your points and suggestions.


"
EndlessPride	9/17/2013	5:44 PM	"


Re: The way forward: Positive White Nationalism


There are many positive ways to show white nationalism. Lead by example.
Remember, its not just about you.


"
WDinTN	11/19/2013	1:05 PM	"


Re: The way forward: Positive White Nationalism


The easiest way to get fiercely loyal members and recruits? Simple, do not let his children go to bed hungry. Become ""Uncle or Aunt"" so and so that shows up with food, school supplies, seasonally appropriate clothing, etc. I've won dozens of converts from the lower income segment of our population, just by giving away fish and game during lean times for hungry families, or by showing up with a truck load of fresh garden surplus. It is cheap, it is easy, it is effective.
Work/shop somewhere that has ""coupon free stuff"" for cardholders, and/or steep employee discounts? Even if YOU do not need the give away item, there is a white person or family that does. Get the item, find a recipient. 
Have a garden? Plant one row extra of everything, and freely give the produce from those extra rows away. Give it, no strings attached, no preaching, no price tags. Have meat chickens? Several hatcheries send extra chicks that are to be raised and given to a family in need... Have egg chickens? 12 laying hens will give you enough eggs to share with a family that really needs them, without drastically cutting into your egg sales.
Do you sew? Quilt? Crochet? Can you afford to make and donate a few items? Yes? Then do so. 
Offer a hand up, not a hand out. The family you reach out too is already hurting and most likely feeling shame about their situation if they have any pride at all. You can neither buy or force allegiance, you have to earn it. A full stomach, a warm coat, the occasional odd job for cash (even something you normally would do yourself), letting their children have a safe place to grow/play/learn...
There is a place for all of us in WN. Some of us due to age or physical infirmity can't be front line storm troops anymore. Some do not have the eloquence to be proper orators and public statesmen. Some of us are as cash poor as those we should be reaching out to... ALL of us, in our own unique ways, have something of value to offer our people. Find yours, live it. Mine is to be a farmer, an educator, a healer, the traditional role of the 40+ European male. Too crippled up to fight, too disgusted with modern society to die and let it slide further away.


"
Unlearn	11/19/2013	3:59 PM	"


Re: The way forward: Positive White Nationalism


WDinTN, I wish you were my neighbor! 

"
Russki88	11/19/2013	7:46 PM	"


Re: The way forward: Positive White Nationalism


I fully agree. We must focus on positive things, we must unite and work tirelessly to create a future for ourselves and for our white youth. When the older ones among us falter, the youth will stiffen until their bodies decay.


"
edstorm1	11/21/2013	10:07 PM	"


Re: The way forward: Positive White Nationalism


Unlearn, thanks. You hit the nail on the head. We have to take back this country. One of the reasons conservatives are ignored is that the liberal media portrays them as mean spirited. Few conservatives are but lets face it, anyone who goes around like a Nazi gives the liberal media much to ridicule. Ok, if someone wants to hate, to show hate, that is fine in the sense that being hateful is not against the law, unless someone's hate is manifested in illegal action. But that person is not going to be listened to by the majority of Americans. We have to get the majority of American to vote good men and woman into office. We have to get rid of the liberals who are destroying us. Showing hate might make on feel good but it is selfish in the sense that it does nothing to help what should be our cause, bringing back the great values that made the usa the most fantastic nation that ever was or will be.
In Loving Memory of America
1776 - 2008


"
Clytemnestra	11/24/2013	12:54 PM	"


Re: The way forward: Positive White Nationalism


Nepotism has become a dirty word in the White Vocabulary. This has been largely due to the efforts of our competitors (who control the media) to make Whites less competitive. Yet they shamelessly and openly practice Nepotism. Moreover, so do our Asian competitors. 
I read an article that, in this economy, employers rely on their employees to head-hunt great new prospective employees. So, if you are a valued employee at a place and you know of an opening and you know another highly skilled Whites who would make a great fit at your place of employment, you should have your friend submit an application and highly recommend him to your manager.
I might add that this is the way Mexicans have managed to carve out a niche for themselves in the Southwest. They are positioned to know when a vacancy is about to open, they notify another Mexican who could do the job and they then recommend him to management. That vacancy rarely to never goes public (or if it does, it is for appearances only, because the candidate has already been settled on).
If you get a job through a friend's recommendation, make a point to do such good work and be such an exemplary employee that when another vacancy is about to open, you will be in a position to play the favor forward to another White friend.


"
Phoenix	11/24/2013	1:20 PM	"


Re: The way forward: Positive White Nationalism






Quote:


Originally Posted by Clytemnestra


Nepotism has become a dirty word in the White Vocabulary. This has been largely due to the efforts of our competitors (who control the media) to make Whites less competitive. Yet they shamelessly and openly practice Nepotism. Moreover, so do our Asian competitors. 
[...]
If you get a job through a friend's recommendation, make a point to do such good work and be such an exemplary employee that when another vacancy is about to open, you will be in a position to play the favor forward to another White friend.


Nepotism is not a ""dirty word"", it's illegal for White employers... unless they've already met their ""diversity"" hiring requirements. Non-whites can practice it with impunity as there is no such thing as having too many ""minorities"". In fact, businesses made up entirely of non-whites are perfectly legal.
Only businesses having fewer than 15 employees are exempt from anti-discrimination laws, or if the business is entirely family owned and operated.






__________________How to start your own nation from scratch.This is how we win
To all those members who have their visitor pages closed, I say, ""Thanks for the rep!"" I genuinely appreciate the support. The best way to predict the future is to create it.The rot is deep.Meine Ehre Heißt Treue  


"
FailNordicFrogs	3/9/2014	11:13 AM	"


Re: The way forward: Positive White Nationalism


Latest from this group:
[ame=http://www.youtube.com/watch?v=lPhfGYP7Iv8]White Independent Nation: Responsibility and Sacrifice (18) - YouTube[/ame]


"
jrmac	3/26/2014	7:33 PM	"


Re: The way forward: Positive White Nationalism


We definitely need more people to read Success Through A Positive Mental Attitude. I read it over and over. It has changed my life. I have a blog I recently started called The Positive White Christian. The link is in my profile if anyone is interested. No amount of ideology, philosophy, religion, or brains can help a man with the wrong attitude.Thank you for this post.


"
rizer	3/27/2014	2:51 PM	"


Re: The way forward: Positive White Nationalism


Thanks OP for this post. Unfortunately our ideology is as blended as the mixture of minorities in this country. Talk of having a land of our own while that land already exists in other countries. The land we want is US soil which we rightfully stole in the first place. The class battle is all that is left to win so while we try to hold down other races we really are only holding ours down. Stop the violence and hate and help your fellow White man no matter where they are economically. Would rather see an inbred idiot like Rand who is pure than another Jew lover in charge. When the White race can't agree on what we are fighting for than what are we fighting for?


"
kayte1889	4/1/2014	4:13 AM	"


Re: The way forward: Positive White Nationalism


In hopes of bringing a smile to a few faces, I will post a few old photos of the now mostly grown kids in my family.. They always make me smile when I look at them, so hope I brightened up someone's day.




Attached Thumbnails



 


 


 


 




"
laiod	4/1/2014	10:38 PM	"


Re: The way forward: Positive White Nationalism


I agree with everything the OP has to say. We have to remain positive, and not put others down. If we are going for White Nationalism, being positive in situations is the best we can do.


"
dukenationalist	4/3/2014	7:22 AM	"


The way forward: Positive White Nationalism


Our biggest challenge is that we must change the false media negative portrayed media image from haters, racist and bigot in something positive and good. We must become heroes for ours fellow whites and we must fight and give them confidence and safe to be with us his genetic borders.
Racily motivated crimes form groups of skinhead KKK do not help and even put an unclimbable wall between us and ordinary white peoples. They are brainwashed daily by media and we can not do anything more then to wake up some real leaders and values for us.
We need really white heroes and not least models of personal example in our fight for our race!
It involves work and involvement and victory is hard to achieved in an Zionist controlled media but not doing noting is not a choice to accept our destruction. So we better fight for our race than wait our destruction and be classified as traitors by our kids and ancestors.


"
LeelooDallas	4/25/2014	3:54 PM	"


Re: The way forward: Positive White Nationalism


I enjoyed the read, thank you. I've always felt that a positive approach earns someones ear more than a negative and the more people I can bring racial realism to, the better I have done for my race.


"
TroyofGreece	6/7/2014	6:21 AM	"


Re: The way forward: Positive White Nationalism


You don't have to hate someone to love your own.
Therefore by default nationalism should be positive.


"
Adam79	6/8/2014	5:10 PM	"


Re: The way forward: Positive White Nationalism


It really always has been essentially positive as anybody who has ever picked up a history book or understands non-white races ""cultures"" and/or seen the way they commonly behave becomes both very aware of the enormous contributions the European/White race has made to the world's cultural store,comparatively speaking,and how much more developed white cultures are compared to all others.And finally how much more developed we are as human beings than the other non-white races.
There is sooo much positivety about us we are virtually overflowing with it.And of course to have great pride in and love for our grand heritage,culture & peoples is the very essence of White Nationalism.So naturally we would seek to preserve and protect these things,but which however our enemies have unfairly twisted into as mere irrational or blind hatred towards other races.Which in itself would be utterly ridiculous and serve no purpose other than to drain us as human beings and piss off everybody else.The reason for WN is because many amongst the non-white races{two groups in particular come to mind} are greatly hurting us,hurting our people,hurting our women and children and hurting our culture and heritage.
And because our enemies are so fierce and relentless in this determination to fill us full of guilt & shame,self-hate and self-destruction-and of course not to mention their relentless attacks on Nazism and any Race groups promoting racial truth and self-preservation-we can hardly move forward and continue to develop with such a menacing people amongst us,nay,in power over us!
In order to heal our wounds or start anew and build off what we have already achieved historically we must first and foremost deal with the cancer that plagues our entire body,only then are we free again to move forward and develop as a people.If a person has a severe disease,the disease must first be removed before they can heal,returning to their natural healthy state and then they can develop from there.
The negativity dragging and holding us down must be removed before the positivety inside us can truly grow and flourish again.
This was said a long time ago and it is no less true today,in fact it is more true than ever!The Jewish disease that plagues us as a people is 100 times worse today than it was in the 1920's and 30's and we would have to obviously take the most severe measures to combat such a severe and insidious problem.


"
LovesWhitePeople	6/13/2014	5:11 AM	"


Re: The way forward: Positive White Nationalism




Having just read this entire thread, I must say that this new guy is very impressed.
Although it seems to me that few things unite a group like a common enemy, a culture based solely on fear and hate attracts unstable elements that quickly turn on others within the group once enemies have been vanquished.
I believe the white race has enough skills in our toolbox to make it. Let the militants be militant, the social do-gooders do good socially, the tinkerers tinker, and the old men on the mountain philosophize.
White people, undiluted, will prosper. This thread gives me hope.




"
sum12nonwhite	6/16/2014	3:10 AM	"


Re: The way forward: Positive White Nationalism


White Nationalism is a tool to distract the increasingly exploited White middle class and lower middle class from those who wish to destroy their standard of living, the HNWI whom are predominately White.
The White whose ancestor was a Yeoman farmer is as different to these elites as a Black America from Harlem.
White poverty generally exists as pockets in major cities, it also exists in entire counties.
Millions of foreigners whose combined net worth is less than the Walton family does not endanger your communities let alone your race. A systematic attempt by the elite to concentrate their wealth by appropriating what would have been the middle classes is what is compromising your livelihoods.


"
Unlearn	6/16/2014	11:47 AM	"


Re: The way forward: Positive White Nationalism




Quote:


Originally Posted by sum12nonwhite


White Nationalism is a tool to distract the increasingly exploited White middle class and lower middle class from those who wish to destroy their standard of living, the HNWI whom are predominately White.
The White whose ancestor was a Yeoman farmer is as different to these elites as a Black America from Harlem.
White poverty generally exists as pockets in major cities, it also exists in entire counties.
Millions of foreigners whose combined net worth is less than the Walton family does not endanger your communities let alone your race. A systematic attempt by the elite to concentrate their wealth by appropriating what would have been the middle classes is what is compromising your livelihoods.


White Nationalism is the antidote to this problem, not a distraction. White Nationalism opposes these ""elites"" you speak of who have systematically destroyed our people by importing nonwhites in order to provide their industries with cheap labor.
Yes they are the problem, and the non-whites that they have imported and continue to import are the problem, just as a broken faucet and a flooded bathroom are the problem. We must fix both the root and the symptom if we are to begin healing as a people.
This thread isn't about identifying the problem; it is about focusing on what we have, what we love, and what we can do to help.




__________________
""I have pointed out before that multiculturalism cannot exist, except as several cultures living side by side in defined territories, where the laws of one culture do not apply in the territories of the others."" - Paul Belien of The Brussels Journal
""His true forefathers, the Gods, his true country, he never would have abandoned; nor would he have yielded to any man in obedience and submission"" - Epictetus
Never forget. http://en.wikipedia.org/wiki/1804_Haiti_Massacre


"
WhiteCSA	6/16/2014	8:08 PM	"


Re: The way forward: Positive White Nationalism


White Nationalism seeks to liberate our people from the rich and preserve our heritage & culture at the same time. We believe that separate nations according to race is healthy for all races. The forced mixing of the races is Communism and only equals the Genocide of all the races on Earth.
However I agree all the races on Earth share a common enemy. The New World Order's main objective is the theft of ALL OUR MONEY and the enslavement of all people on Earth. All the races on Earth share that common enemy.


"
dukenationalist	7/6/2014	4:17 PM	"


Re: The way forward: Positive White Nationalism


 For white nationalism to have a political future we must find a way to get rid off the media classification of skinhead haters. We must also w convince those skinheads that in not an good way to fight for your race just being an hatter.
The only way to achieve that is to build and popularize heroic white nationalists that involve in white society, and show will and effort to change it for our white people.
Here are my ideas: Involvement in white society in local communities especially, and will to resolve social problems of white brooders.
Organization of paramilitary organization and even local militia that will fight with nonwhite infractors. They will replace the corrupted law and order police and government institution when they do not react for whites and our wrights.
Informing the white of discrimination of the government against them and promovation of immigrants instead of them!
Finding way to protect whites rights when they are discriminated in all legal ways.
Showing all lies of politicians in face of their voters and active accuse them of using lies to get in important position on the government.
Offer our white boorders solutions that really solve problems in efficient ways, and that really change society, not just demagogic discourses.
Civilian militia that have training to and help white victims of our nonwhite enemies, like white women from, sexual assault and rape!
Ways to fight hight criminality in nonwhite areas!



"
Europaa	7/15/2014	9:12 PM	"


Re: The way forward: Positive White Nationalism




Quote:


Originally Posted by Unlearn


*Mods to please sticky this if possible*The way forward: Positive White Nationalism
The goal of this post is to create a cohesive strategy for awakening our people and eventually generating a modern European cultural renaissance. It is less of a nuts-and-bolts solution, and is more of an over-arching philosophy and lifestyle, an ethos for white nationalists to follow which will allow solutions to occur and to move us forward towards the results that we want. 
These ideas aren't necessarily things that I invented. I am attempting to synthesize, for your benefit, many ideas from national philosophy, psychology, marketing, and elsewhere into a set of ideals that I know will work if we can hold ourselves to them. I'm calling it ""Positive White Nationalism"" for lack of a better term at the moment. So what is PWN and what are the core ideas that make it work? Lets explore...:-Concentrate on Solutions, Not Problems 
It has been proven that people will subconsciously move toward what they concentrate on. If that happens to be what they don't want, then they will move in that direction whether they like it or not. I remember back when I was a teen, my driving instructor told us ""not to look at big trucks beside you on the highway; you'll steer right into them."" It's a nice metaphor for many things in life. Whatever you feed in your life with your attention, that is what your mind will go to work on. If we can steer ourselves towards the solutions, and not the problems, then that will at least get us pointed in the right direction. 
Speaking to many of you, I can tell that you are depressed. It seems that so many in our society are... and no wonder: so much of our society is grim. Hearing something bad or hearing about a problem creates a sensation of anger. Anger, when not acted upon, leads to feelings of frustration. This can be especially acute in men. Frustration, when built up enough, leads to feelings of futility, helplessness, and powerlessness, which is essentially ""depression"". To prevent this, you can either channel your feelings of anger into activity, or you can dial back the input of negative information. I'm proposing that people do both. By concentrating on the solutions, you focus your attention away from negative input, while at the same time encouraging you to act in a way that alleviates your anger in a constructive manner.-Reframe the Negative and Find the Positive 
On the surface this feels like such a juvenile thing. There is so much negative. We are truly facing the extinction of what most of us hold most dear. It feels overwhelming. Crushing. To ""pretend"" to be positive sounds ridiculous. I'm not talking about pretending. It may feel that way slightly at first. I'm talking about truly making the effort to find the positive in situations. It's always there. I can promise you that. Let me give you an example: say you read an article about a film and it's very anti-white. Instead of concentrating on that and talking about it, look for a film that isn't anti-white or even has pro-white messages. They do exist. The Invasion (2007) was packed full of underlying messages that support our views (which is why critics hated it!). 
I'm not condoning ignorance here, I'm saying that we can't get anywhere if we focus on the negative. Negative thoughts can be highly addictive. They will also destroy you and poison your life. Acknowledge the problems, but don't feed them. Push forward. 
The other benefit to this is that it makes our movement (and you as an individual) 1000 times more attractive to outsiders. You simply cannot attract people with a negative movement. Even in Germany, it wasn't the anti-Semitic rhetoric that got the German people on board, it was the hope, the positive message of unification and prosperity in the face of a destitute and broken future for the working class. We know that things are bad. Lets aim toward a future that works instead of wasting our energies on a past that we cannot change. I realize that at times it can be hard to enjoy your life because it seems like ""what's the point if it's all going out the window"". We all need to find ways to enjoy our lives though, and pull our thinking out of the venomous death spiral.-Lift your Own Race Up, Don't Push Others Down
If we want to spin our wheels trying to disparage other races while our own gets wiped off the map, then I say we deserve to die. It is futile and idiotic. We need to be helping out our own people, not doing petty sniping at others. Don't waste your energies on them. Let them do their own thing. They don't concern us. We concern us. Try doing real-world activities to help your white community. Be prepared to fight, but put your efforts into things that actually help in the present. Add value to your community, instead of take from it. Make money so you can support causes. Be an example of what is good so others can follow it. Find locals that are in need and organize a function to tackle that need. Celebrate what is good and amazing about our own culture instead of trying to point out what is bad about other cultures. That is attractive to people. That makes people want to experience and value the things that we value about our race. The only way we're going to create enough unity among our people to overcome the massive challenges ahead of us is to make them care about who they are. The only way we're going to do that is by showing and demonstrating all of the good qualities of our race. Bringing down someone else might make you feel good temporarily, but it makes you look bad and it undermines your message. Be the best that you can be in your life. You represent us!-Actions, Not Words
Whenever you can, force yourself to take an action, rather than make a rant or post something. It might sound weird, but say, upon hearing something that especially makes you sad and angry about race... maybe about a child getting hurt: instead of just wallowing in that, force yourself to do something. I don't mean seek out the guy that hurt the child and gun him down, I mean something constructive. 
Maybe your neighbor has a child that likes motorcycles. Invite your neighbor and his kid over and let the child help you fix yours while his dad and you drink a beer. I don't know. Something. Anything. Any positive action towards another white person is better than thoughts or futile posts against another non-white. 
Do it right away though. Don't give your anger time to settle inside you. Let it force you to act. We are designed to act! We are biological machines of action. Spend some time in the PLE posts and see that action speaks louder than words. You will feel so much better, your race will thank you, and the world will look upon us in a better light.
I realize that alot of this feels a little alien and perhaps cheesy. I myself, am a fighter by instinct, and alot of this goes against what I am ingrained to think, but in a sense, this IS fighting. It's fighting against the void that is threatening to swallow us up. 
Roll up your sleeves and take the 3 week PWN challenge: What is the 3 week PWN challenge you ask?... 
I challenge all stormfronters, including myself, to not post a single negative post for 3 weeks. Challenge yourself to find the positive. Challenge yourself to find a solution. Ask yourself, are you content to stew in a present where we are a doomed people, or are you willing to make the effort to at least try to move us in a different direction? You have nothing to lose. In the words of Jerry Maguire: ""Who's coming with me?"" 


Agreed.


"
LBS	7/15/2014	11:56 PM	"


Re: The way forward: Positive White Nationalism


I saw some earlier posts from a banned user about how we need to be just like Golden Dawn. The problem is that when you focus on being the best political movement rather than being a good person, your political movement ends up being laughable and invalid - especially when your political movement uses violent means when it is not necessary.
Unlearn's PWN is a great idea because it not only allows us to improve the quality of our own lives by thinking positively, but it also draws more white people to the movement because they say, ""Hey, those smelly, scrawny, leftist druggies with their ethnic friends seem really annoying and pissed off. Let's go hang out with these kind, productive, highly intelligent and cultured white nationalists instead!"" 
Jared Taylor is a great example of this (sadly, he never criticizes Jews, which is mind boggling since they're the source of the problem). He always has a smile on his face, he dresses well, he speaks well, he is kind to the very same people he hopes will soon be deported from our country because to do otherwise would be seen as aggressive or intimidating.
This doesn't mean being naive or ""soft,"" but rather, only using harsh words or violence when there is no other alternative. I think that I have sparked people's interest in white nationalism when I explain why the movement attracts me, rather than talking about how I hate interacting with non-whites every time I go out to eat or go shopping. Nobody honestly wants to interact with them! They're just afraid to say it! Nobody wants to make small talk with them at the local Best Buy or need to repeat eight times the way in which they want your sandwich prepared!
Anyway, I think we need to use factual evidence in a professional and responsible way to get where we want to be. Helping circulate educational texts on white nationalism and the way in which Jews divide and conquer nations would be an excellent start. Also, inviting potential white nationalists to concerts or dinners or panels would be a way to get people interested. 
PWN sounds very constructive to me.


"
NationalIdentity	7/16/2014	7:37 AM	"


Re: The way forward: Positive White Nationalism


The statement on Positive White Nationalism is great! We honestly need to work on the solutions, not harp on the problems. Totally agree! Would anyone please help me figure out a way to sign up for the Annual Summit this year in Tennessee?? I would greatly appreciate it!


"
Bethan	7/26/2014	10:52 AM	"


Re: The way forward: Positive White Nationalism




Quote:


Originally Posted by dukenationalist


[LEFT] For white nationalism to have a political future we must find a way to get rid off the media classification of skinhead haters. We must also w convince those skinheads that in not an good way to fight for your race just being an hatter.


It's not only the face of skinheads that need to be changed, it's the stigma attached to being proud to be white that needs to change. We should be able to support our own race publicly without being ridiculed and punished. Times have changed and people must carry themselves in a way that allows us to be heard, seen and understood without upsetting those who take offence, it's near impossible.
This thread is eye-opening, OP.


"
OLYMPUS	8/22/2014	8:11 PM	"


Re: The way forward: Positive White Nationalism


That is an excellent thread! The OP was phenomenal! 

"
Seeker4Truth	8/24/2014	12:11 PM	"


Re: The way forward: Positive White Nationalism




Face the Nation With Bob Schaefer 8/24/2014
Bob asked Congressman Paul Ryan about a quote in his book ""The Way Forward"", concerning the Republican effort to shut down the government over Obamacare.
The quote says -""In short, the strategy our colleagues were promoting was flawed from beginning to end; it was a suicide mission, but alot of members were more afraid of what would happen if they didn't jump off the cliff.""
Bob asked why he didn't say that back when it was happening; and Paul Ryan's answer is something that we ALL could take a lesson from.
Ryan responded by saying the following: 
""Because I wanted Party UNITY. I don't think it was constructive for conservatives to be harping at each other; at the same time the purpose of that passage was to try and UNIFY our Party. I don't think we can succeed, if all we do is criticize, and define what we are AGAINST. ""
Just a little peak into, one of, the strategies used within party politics. We could definitely take a lesson here. Bickering and squabbling about non-essential matters, just doesn't matter. Who cares what religion someone is? You can't stop anyone from believing whatever they want in their hearts. What matters is UNITY. Doesn't matter which group you belong to, or if your ""mission statements"" don't particularly line up. UNITY is the answer. If you're White, YOU'RE IN, period. That is the way forward. 
How many different ideologies do you think exist within the NAACP? Yet, when it comes down to race, they are most definitely united; and garner the support of those on the fringes of their movement, based solely on that. What about the different jewish ideologies? Yet, they are first and foremost jewish
. 
We need to put our Aryan heritage first and foremost, and all the other stuff will work itself out. 
Goal number ONE is UNITY. Accomplish this, then move on.
ARYAN AMERICAN ALLIANCE (just an idea) 
CORE BELIEF 1: ARYAN UNITY. GOAL: To be recognized as a racial group ""Aryan American"", with the freedom of self-determination that other racial groups possess; such as African American, or Israeli American, etc. We desire the freedom to love, and express that love, of/for our Culture within our Architecture, Music, Art, Religion(s), Educational Institutions, etc. Our Racial Identity is of the utmost importance for it's continuation. 
Just thinking out loud here.
For some really great things on White Survival, please check out the videos on the website for White Independent Nation in my signature, good stuff.







Last edited by Seeker4Truth; 08-24-2014 at 12:51 PM.



"
Medieval Aryan	8/24/2014	12:26 PM	"


Re: The way forward: Positive White Nationalism


This is great idea! 

"
Seeker4Truth	8/24/2014	12:53 PM	"


Re: The way forward: Positive White Nationalism




Quote:


Originally Posted by Medieval Aryan


This is great idea! 


The website in my signature for White Independent Nation has some really great videos, etc. We can do this. I have been reading portions of this website, and WOW! It is wonderful. Just read ""The New Tribe""; WOW, WOW, WOW! Please everyone check this site out. The New Model


"
Seeker4Truth	8/26/2014	1:56 PM	"


Re: The way forward: Positive White Nationalism




Quote:


Originally Posted by Medieval Aryan


This is great idea! 


 ~ From the New Tribe a New World will emerge ~ The New Model is rooted in the following seven principles:1) We are White;2) Our purpose and responsibility is to ensure our survival, proliferation, and development;3) We do not accept the aberrations of homosexuality, equality, and miscegenation;4) We shall achieve immortality through our renown and our genetic inheritance;
5) These truths transcend current national borders;
6) These truths shall not be subject to amendment, negotiation, or adulteration;
7) These truths supersede all other considerations.~ We understand our past and now look to the future, towards a New Tribe, a New Consciousness, and a New Social Order ~White Independent Nation



"
Seeker4Truth	8/31/2014	4:14 PM	"


Re: The way forward: Positive White Nationalism




Quote:


Originally Posted by Unlearn


PoliticalNationalist,
Thank you for your well-spoken kind words. You hit several nails on the head there. Our ancestors didn't go forth and multiply by sitting in their cottages getting angry, reading Infowars.com and despairing. They rolled up their sleeves and did what they could with the time they had. They plowed their fields, they loved their families, they danced and drank with their fellow men and women. When it was time to fight, they got together and did something about it. Negative thought should lead to positive action, or it should be turned to positive thought. We have enough problems without torturing ourselves with an endless list of things we can do nothing about. 
People don't want to join a dying cause, they want to join a living one.




"
